order,p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,gene
12220,9.61E-43,0.324074675,0.413,0.171,1.34E-38,3,Dnajc10
12221,1.02E-42,-0.473588573,0.289,0.593,1.42E-38,3,Mrpl57
12222,1.16E-42,-0.494881038,0.411,0.684,1.63E-38,3,Timm10b
12223,1.34E-42,-0.600815694,0.769,0.822,1.87E-38,3,Capza2
12224,1.70E-42,-0.597644351,0.182,0.502,2.37E-38,3,Tnfrsf1a
12225,2.36E-42,-0.711598859,0.4,0.645,3.30E-38,3,Pnp
12226,3.35E-42,-0.470943567,0.55,0.786,4.69E-38,3,Anp32a
12227,3.51E-42,0.41289294,0.628,0.345,4.90E-38,3,Icam1
12228,3.57E-42,-0.470953879,0.145,0.475,4.99E-38,3,Pstpip1
12229,4.41E-42,-0.459083957,0.453,0.692,6.17E-38,3,Txn2
12230,4.75E-42,0.473262448,0.617,0.35,6.64E-38,3,Herpud1
12231,8.12E-42,-0.482828986,0.342,0.641,1.14E-37,3,Uqcc2
12232,1.11E-41,-0.759292097,0.309,0.585,1.55E-37,3,Zeb2
12233,1.17E-41,-0.434484577,0.633,0.817,1.64E-37,3,Ndufb11
12234,1.25E-41,-0.461453689,0.487,0.71,1.74E-37,3,Lman2
12235,1.96E-41,-1.07457128,0.129,0.447,2.75E-37,3,Ptprcap
12236,2.93E-41,-0.275462,1,1,4.10E-37,3,Rpl11
12237,3.06E-41,-0.537685707,0.176,0.495,4.28E-37,3,Hexb
12238,3.21E-41,-0.633900005,0.021,0.332,4.49E-37,3,Klra2
12239,3.27E-41,-0.494555727,0.115,0.439,4.57E-37,3,Lcp2
12240,5.76E-41,-0.951811396,0.206,0.505,8.06E-37,3,Ifi204
12241,6.33E-41,-0.505578405,0.072,0.388,8.86E-37,3,Tifab
12242,6.45E-41,0.368840668,0.513,0.252,9.02E-37,3,Nub1
12243,9.52E-41,0.469476107,0.993,0.958,1.33E-36,3,Tspo
12244,1.10E-40,-0.872139394,0.062,0.374,1.54E-36,3,Ccr1
12245,1.30E-40,-0.374774365,0.963,0.958,1.81E-36,3,Ybx1
12246,1.30E-40,0.253185347,0.259,0.08,1.82E-36,3,Thap2
12247,1.55E-40,0.328499966,0.46,0.211,2.17E-36,3,Atxn7l1
12248,1.56E-40,-0.410752275,0.644,0.806,2.18E-36,3,Sf3b6
12249,1.67E-40,-0.478808382,0.039,0.349,2.34E-36,3,P2ry6
12250,1.82E-40,-0.496232006,0.088,0.406,2.55E-36,3,Mpp1
12251,2.17E-40,-0.552330745,0.224,0.527,3.03E-36,3,Lgals3bp
12252,2.70E-40,0.372455374,0.61,0.329,3.78E-36,3,Clec2d
12253,2.96E-40,-0.48860985,0.344,0.612,4.14E-36,3,Etfb
12254,3.17E-40,-0.701782555,0.921,0.889,4.43E-36,3,S100a6
12255,3.28E-40,-0.436362803,0.741,0.858,4.59E-36,3,Reep5
12256,3.46E-40,0.457279444,0.949,0.646,4.83E-36,3,Ctsh
12257,3.60E-40,-0.544912814,0.178,0.491,5.04E-36,3,Cnp
12258,4.98E-40,-0.33377887,0.998,1,6.96E-36,3,Rpl13
12259,5.83E-40,0.388416986,0.896,0.675,8.16E-36,3,Apobec3
12260,6.67E-40,0.294393052,0.402,0.167,9.32E-36,3,Dnm1l
12261,7.91E-40,-0.423837622,0.882,0.925,1.11E-35,3,Dynll1
12262,8.32E-40,-0.840713991,0.055,0.364,1.16E-35,3,Mafb
12263,9.42E-40,-0.428794352,0.619,0.779,1.32E-35,3,Mdh2
12264,9.97E-40,-0.436288754,0.64,0.776,1.39E-35,3,Sdhb
12265,1.30E-39,0.361775322,0.626,0.339,1.82E-35,3,Ankrd44
12266,1.55E-39,0.304503341,0.49,0.23,2.17E-35,3,Aftph
12267,1.61E-39,-0.438334622,0.536,0.73,2.25E-35,3,Bag1
12268,2.25E-39,-0.635980561,0.15,0.462,3.15E-35,3,Lilr4b
12269,2.30E-39,-0.395573084,0.815,0.889,3.21E-35,3,Hnrnpa3
12270,2.84E-39,-0.678107617,0.039,0.342,3.97E-35,3,Msr1
12271,3.07E-39,0.349242769,0.598,0.322,4.30E-35,3,Ccni
12272,3.81E-39,-0.490840935,0.617,0.786,5.33E-35,3,Bsg
12273,4.10E-39,-0.322480045,1,1,5.73E-35,3,Rps6
12274,4.64E-39,0.375879542,0.612,0.338,6.49E-35,3,Cflar
12275,5.02E-39,0.341039902,0.506,0.252,7.03E-35,3,Plekhb2
12276,6.61E-39,-0.436849784,0.273,0.574,9.24E-35,3,2-Mar
12277,6.88E-39,-0.485278938,0.402,0.682,9.62E-35,3,Atp1b3
12278,6.94E-39,0.522191251,0.614,0.358,9.70E-35,3,Cd86
12279,8.03E-39,-0.366354523,0.905,0.935,1.12E-34,3,Hnrnpf
12280,9.15E-39,-0.342888792,0.993,0.988,1.28E-34,3,Arpc1b
12281,9.17E-39,-0.561999042,0.45,0.715,1.28E-34,3,Ahnak
12282,9.44E-39,-0.512501771,0.707,0.839,1.32E-34,3,Gpi1
12283,1.04E-38,-0.755286211,0.076,0.375,1.45E-34,3,Ltb4r1
12284,1.07E-38,-0.956273087,0.048,0.349,1.50E-34,3,Ifitm6
12285,1.60E-38,-0.965291328,0.072,0.372,2.23E-34,3,Fcgr4
12286,1.60E-38,-0.449102981,0.279,0.582,2.24E-34,3,Fermt3
12287,1.62E-38,-0.463764793,0.42,0.659,2.27E-34,3,Ssr2
12288,1.66E-38,-0.438756167,0.199,0.512,2.32E-34,3,9-Sep
12289,1.72E-38,0.270866949,0.367,0.147,2.41E-34,3,Tmem19
12290,1.87E-38,0.254598398,0.314,0.111,2.61E-34,3,Epb41
12291,2.80E-38,-1.173504341,0.12,0.418,3.92E-34,3,Gimap4
12292,3.04E-38,0.259942637,0.344,0.131,4.25E-34,3,Rras
12293,4.50E-38,-0.575096597,0.051,0.35,6.29E-34,3,Emilin2
12294,4.76E-38,-0.500119967,0.021,0.314,6.66E-34,3,Igsf6
12295,4.90E-38,-0.446293019,0.226,0.537,6.86E-34,3,Dpm3
12296,8.07E-38,-0.47582398,0.386,0.636,1.13E-33,3,Fbl
12297,9.58E-38,-0.420024281,0.506,0.727,1.34E-33,3,Mrps14
12298,9.98E-38,0.405086088,0.905,0.773,1.40E-33,3,Ywhah
12299,1.11E-37,0.353980449,0.469,0.224,1.55E-33,3,Stx11
12300,1.11E-37,-0.576637306,0.238,0.537,1.55E-33,3,Eif4ebp1
12301,1.41E-37,-0.564148681,0.039,0.334,1.98E-33,3,Slc11a1
12302,1.64E-37,-0.644899532,0.328,0.578,2.29E-33,3,Cndp2
12303,1.90E-37,-0.383165811,0.912,0.978,2.66E-33,3,mt-Nd4
12304,2.31E-37,-0.572006051,0.547,0.716,3.23E-33,3,Rrbp1
12305,2.61E-37,-0.418625373,0.081,0.388,3.65E-33,3,Ptpre
12306,2.71E-37,-0.442671766,0.607,0.78,3.80E-33,3,Tln1
12307,3.35E-37,-0.566816327,0.152,0.448,4.69E-33,3,BC028528
12308,3.54E-37,-0.855890503,0.453,0.625,4.95E-33,3,Ly86
12309,4.22E-37,-0.592563508,0.136,0.439,5.91E-33,3,AI607873
12310,4.45E-37,-0.65984949,0.231,0.514,6.23E-33,3,Slfn1
12311,4.66E-37,-2.001733557,0.506,0.638,6.52E-33,3,Ccl6
12312,5.03E-37,-0.457380058,0.624,0.761,7.04E-33,3,1110008F13Rik
12313,5.19E-37,-0.524082391,0.085,0.381,7.26E-33,3,Pdlim1
12314,7.89E-37,0.4200124,0.829,0.654,1.10E-32,3,Mpc1
12315,8.48E-37,-0.480200956,0.524,0.739,1.19E-32,3,Higd1a
12316,1.13E-36,-0.443397955,0.104,0.404,1.57E-32,3,Arhgap15
12317,1.23E-36,-0.444419603,0.231,0.52,1.71E-32,3,Max
12318,1.39E-36,-0.445411329,0.984,0.987,1.95E-32,3,Itm2b
12319,1.75E-36,-0.442107112,0.279,0.56,2.45E-32,3,Mrpl42
12320,1.92E-36,-0.679371758,0.023,0.309,2.69E-32,3,Plaur
12321,2.00E-36,-0.474770741,0.115,0.416,2.80E-32,3,Adssl1
12322,2.06E-36,-0.428405055,0.4,0.646,2.88E-32,3,Ndufs8
12323,2.11E-36,0.338043445,0.963,0.867,2.96E-32,3,Brk1
12324,2.81E-36,-0.984241883,0.109,0.39,3.93E-32,3,Gimap6
12325,2.93E-36,0.307855819,0.418,0.193,4.10E-32,3,Ptov1
12326,2.96E-36,-0.412648716,0.164,0.46,4.14E-32,3,Slc35b1
12327,3.74E-36,-0.661293797,0.503,0.737,5.23E-32,3,Limd2
12328,4.00E-36,0.298956488,0.988,0.972,5.59E-32,3,Uqcrh
12329,4.16E-36,-0.466502319,0.169,0.468,5.82E-32,3,Man2b1
12330,4.34E-36,-0.452690867,0.455,0.673,6.06E-32,3,Mrpl23
12331,5.36E-36,-0.564954954,0.171,0.469,7.49E-32,3,Adgre5
12332,6.56E-36,0.381680546,0.873,0.673,9.17E-32,3,Gnb1
12333,7.65E-36,0.358911583,0.734,0.471,1.07E-31,3,Arl4c
12334,8.14E-36,-0.443175402,0.838,0.909,1.14E-31,3,Calm2
12335,8.52E-36,-0.525593649,0.104,0.391,1.19E-31,3,Cdkn2d
12336,8.69E-36,-0.465310911,0.309,0.589,1.21E-31,3,Ech1
12337,8.96E-36,-0.431036954,0.351,0.608,1.25E-31,3,Wdr83os
12338,9.83E-36,-0.686689058,0.37,0.625,1.37E-31,3,Sod2
12339,1.06E-35,-0.410947799,0.462,0.691,1.49E-31,3,Ndufs7
12340,1.12E-35,-0.43351317,0.296,0.57,1.57E-31,3,Cers2
12341,1.18E-35,-0.52372144,0.145,0.437,1.66E-31,3,Gbp7
12342,1.48E-35,0.31032502,0.413,0.187,2.07E-31,3,Tmem168
12343,1.51E-35,-0.339763619,0.852,0.918,2.11E-31,3,Ndufa13
12344,1.51E-35,-0.40845799,0.704,0.811,2.12E-31,3,Ndufb8
12345,1.54E-35,-0.681440576,0.316,0.565,2.15E-31,3,Mpeg1
12346,1.70E-35,-0.398979837,0.044,0.327,2.38E-31,3,Milr1
12347,1.97E-35,-0.900317541,0.088,0.371,2.76E-31,3,Lck
12348,2.25E-35,-0.547659377,0.342,0.589,3.15E-31,3,Lamp2
12349,2.64E-35,-0.375006994,0.081,0.37,3.69E-31,3,Fuca2
12350,3.12E-35,0.356326493,0.54,0.296,4.36E-31,3,Phyh
12351,4.46E-35,0.267426361,0.344,0.14,6.24E-31,3,Vhl
12352,4.74E-35,-1.5186091,0.372,0.571,6.63E-31,3,Ccl9
12353,5.10E-35,-0.364866301,0.954,0.985,7.14E-31,3,Coro1a
12354,5.55E-35,0.48569599,0.986,0.893,7.77E-31,3,Anxa2
12355,5.61E-35,-1.911481369,0.208,0.462,7.84E-31,3,Ccl2
12356,5.76E-35,-0.51505766,0.316,0.608,8.06E-31,3,Cd44
12357,7.21E-35,-0.476805737,0.042,0.32,1.01E-30,3,Cebpb
12358,7.32E-35,0.340399041,0.961,0.729,1.02E-30,3,H2-Q7
12359,8.19E-35,-0.406064687,0.603,0.782,1.15E-30,3,Tmed2
12360,9.14E-35,-0.487530232,0.076,0.366,1.28E-30,3,Nrp1
12361,9.18E-35,-0.420972287,0.39,0.633,1.28E-30,3,Ndufb2
12362,1.25E-34,-0.402948156,0.492,0.718,1.74E-30,3,Lamtor2
12363,1.34E-34,0.30249872,0.508,0.26,1.87E-30,3,Zmiz2
12364,1.43E-34,-0.442254796,0.829,0.875,2.00E-30,3,Ran
12365,1.49E-34,-0.597214094,0.344,0.597,2.09E-30,3,Card19
12366,1.80E-34,-0.55822012,0.238,0.524,2.51E-30,3,Cd37
12367,2.68E-34,-0.446357447,0.776,0.833,3.75E-30,3,Psma4
12368,2.91E-34,-0.464060488,0.217,0.504,4.07E-30,3,Tpst2
12369,2.92E-34,0.354034891,0.547,0.305,4.09E-30,3,Asl
12370,3.02E-34,-0.356559195,0.753,0.851,4.23E-30,3,Minos1
12371,3.35E-34,-0.466885039,0.189,0.47,4.68E-30,3,Ehd4
12372,3.35E-34,-0.390742129,0.716,0.818,4.68E-30,3,Erh
12373,4.59E-34,0.337963667,0.901,0.765,6.42E-30,3,Use1
12374,4.93E-34,-0.577151416,0.273,0.534,6.89E-30,3,Lyn
12375,4.97E-34,0.377741011,0.804,0.568,6.95E-30,3,Grb2
12376,5.28E-34,0.321191048,0.485,0.253,7.38E-30,3,Wash1
12377,8.54E-34,-0.406995841,0.363,0.609,1.19E-29,3,Ndufs3
12378,9.76E-34,0.290439979,0.968,0.896,1.36E-29,3,Edf1
12379,9.94E-34,-0.498631341,0.208,0.498,1.39E-29,3,Gsn
12380,1.05E-33,-0.418578217,0.589,0.768,1.47E-29,3,Fkbp1a
12381,1.11E-33,0.504962921,0.575,0.354,1.55E-29,3,Gsto1
12382,1.12E-33,-0.396319079,0.162,0.45,1.56E-29,3,Hsd17b12
12383,1.21E-33,-0.782416844,0.044,0.314,1.70E-29,3,C3ar1
12384,1.37E-33,-0.38787353,0.065,0.344,1.91E-29,3,Ptpn7
12385,1.52E-33,-0.904058989,0.82,0.797,2.12E-29,3,Lgals3
12386,1.54E-33,-0.486239212,0.688,0.82,2.16E-29,3,Ncl
12387,2.07E-33,0.328722784,0.942,0.856,2.89E-29,3,Pcbp2
12388,2.16E-33,0.26852786,0.349,0.143,3.02E-29,3,Malt1
12389,2.33E-33,0.891743438,0.811,0.759,3.26E-29,3,Epsti1
12390,2.35E-33,-0.432420944,0.042,0.316,3.29E-29,3,Lrp1
12391,2.50E-33,-0.460913337,0.122,0.398,3.50E-29,3,Fgr
12392,2.87E-33,0.280983557,1,0.972,4.02E-29,3,Chchd2
12393,3.98E-33,-0.453025727,0.323,0.585,5.57E-29,3,P4hb
12394,4.30E-33,-0.3051557,0.998,0.999,6.02E-29,3,Rpl14
12395,4.82E-33,-0.749801262,0.395,0.608,6.74E-29,3,Metrnl
12396,4.93E-33,-0.329818355,0.866,0.894,6.90E-29,3,Uqcrb
12397,5.58E-33,-0.474541468,0.261,0.527,7.81E-29,3,Rnf130
12398,6.23E-33,0.261877256,0.337,0.142,8.71E-29,3,Kpna3
12399,6.24E-33,0.385805207,0.716,0.491,8.73E-29,3,Rnf114
12400,6.30E-33,-0.461750667,0.025,0.292,8.81E-29,3,Rab7b
12401,7.23E-33,0.367092673,0.656,0.408,1.01E-28,3,Ehd1
12402,8.11E-33,-0.256505323,1,1,1.13E-28,3,Tpt1
12403,9.47E-33,0.277202176,0.457,0.228,1.32E-28,3,Pde6d
12404,1.15E-32,-0.490081433,0.242,0.517,1.61E-28,3,Txnip
12405,1.16E-32,-0.789402979,0.122,0.385,1.63E-28,3,1-Sep
12406,1.26E-32,0.365908298,0.681,0.411,1.76E-28,3,Anxa4
12407,1.27E-32,-0.363954626,0.767,0.852,1.78E-28,3,Ssr4
12408,1.29E-32,-0.621636235,0.339,0.56,1.80E-28,3,Ccdc109b
12409,1.39E-32,-0.642512575,0.055,0.322,1.95E-28,3,Trf
12410,1.53E-32,-0.282898191,0.995,0.999,2.14E-28,3,mt-Atp6
12411,1.74E-32,-0.368753633,0.626,0.786,2.43E-28,3,Spcs1
12412,1.83E-32,-0.367956141,0.538,0.739,2.55E-28,3,Sf3b5
12413,2.15E-32,-0.903238353,0.111,0.384,3.00E-28,3,Cd2
12414,2.34E-32,-0.3891043,0.053,0.319,3.27E-28,3,Xdh
12415,2.39E-32,0.269526451,0.298,0.116,3.34E-28,3,Plxnd1
12416,3.28E-32,-0.560004177,0.143,0.415,4.59E-28,3,Aldh2
12417,3.98E-32,-0.469465376,0.61,0.736,5.57E-28,3,Ranbp1
12418,4.14E-32,-0.425252752,0.307,0.558,5.79E-28,3,Ndufa5
12419,4.50E-32,-0.487462902,0.799,0.85,6.30E-28,3,Taldo1
12420,4.59E-32,-0.358787128,0.058,0.324,6.42E-28,3,Lrmp
12421,4.70E-32,0.293869963,0.977,0.939,6.58E-28,3,Sumo2
12422,5.25E-32,-0.415250316,0.164,0.434,7.34E-28,3,Comt
12423,5.44E-32,-0.426386595,1,0.999,7.61E-28,3,Rps15a
12424,5.91E-32,0.332309926,0.515,0.28,8.27E-28,3,Mthfs
12425,6.09E-32,-0.412841163,0.39,0.619,8.51E-28,3,Ddost
12426,6.09E-32,0.274056989,0.303,0.117,8.52E-28,3,Ccng2
12427,6.34E-32,-0.423121962,0.39,0.643,8.87E-28,3,Ppp1r18
12428,7.00E-32,-0.384092924,0.215,0.491,9.78E-28,3,Rab24
12429,7.95E-32,-0.3908491,0.028,0.285,1.11E-27,3,Gas7
12430,8.95E-32,0.339093363,0.924,0.823,1.25E-27,3,2700060E02Rik
12431,9.79E-32,-0.361517525,0.684,0.819,1.37E-27,3,Mrpl52
12432,1.00E-31,-0.652156397,0.055,0.323,1.40E-27,3,Maf
12433,1.10E-31,-0.370499909,0.042,0.302,1.54E-27,3,Aldh3b1
12434,1.16E-31,-1.462985889,0.194,0.455,1.62E-27,3,Nkg7
12435,1.20E-31,-0.436283568,0.469,0.696,1.68E-27,3,Sp100
12436,1.23E-31,-0.386241738,0.201,0.472,1.72E-27,3,Glrx5
12437,1.37E-31,-0.413219686,0.242,0.507,1.92E-27,3,Ddx39
12438,1.39E-31,-0.38131601,0.032,0.29,1.94E-27,3,Cd180
12439,1.77E-31,-0.720232647,0.122,0.393,2.47E-27,3,Ckb
12440,2.08E-31,-0.345715034,0.148,0.425,2.91E-27,3,Mrpl35
12441,2.27E-31,0.28535628,0.637,0.373,3.18E-27,3,Cirbp
12442,2.35E-31,-0.431795587,0.439,0.659,3.29E-27,3,Atp6v1e1
12443,2.62E-31,0.328333801,0.49,0.265,3.67E-27,3,Tor1aip2
12444,2.70E-31,-0.517620683,0.129,0.404,3.77E-27,3,Scimp
12445,2.77E-31,-0.949729946,0.092,0.35,3.88E-27,3,Ctsw
12446,3.91E-31,-0.422310081,0.055,0.313,5.47E-27,3,Tbxas1
12447,5.98E-31,0.375105342,0.975,0.917,8.36E-27,3,Ostf1
12448,6.11E-31,-0.492390233,0.18,0.435,8.54E-27,3,Magohb
12449,7.09E-31,0.338817488,0.589,0.361,9.92E-27,3,Clptm1
12450,7.38E-31,-0.428311626,0.43,0.657,1.03E-26,3,Ppp1cc
12451,8.23E-31,0.439770341,0.848,0.688,1.15E-26,3,Nap1l1
12452,9.35E-31,-0.393587725,0.097,0.367,1.31E-26,3,Creld2
12453,9.37E-31,-0.783239547,0.104,0.358,1.31E-26,3,Gimap1
12454,9.47E-31,-0.396400629,0.647,0.781,1.32E-26,3,Atp5g3
12455,1.12E-30,-0.397996641,0.236,0.511,1.56E-26,3,Cdk4
12456,1.18E-30,-0.509476657,0.423,0.631,1.65E-26,3,Xbp1
12457,1.22E-30,0.313321609,0.949,0.885,1.70E-26,3,Gm9843
12458,1.27E-30,-0.719725861,0.591,0.719,1.77E-26,3,H2-DMa
12459,1.43E-30,-0.494549735,0.104,0.366,1.99E-26,3,Gm26740
12460,1.79E-30,0.347200294,0.307,0.127,2.51E-26,3,Ebi3
12461,2.24E-30,-0.38825457,0.386,0.622,3.14E-26,3,Csk
12462,2.93E-30,-0.299817591,0.998,1,4.09E-26,3,Rpl32
12463,3.69E-30,-0.342201381,0.746,0.848,5.17E-26,3,Srp9
12464,3.79E-30,0.331245955,0.751,0.535,5.30E-26,3,Ghitm
12465,4.34E-30,0.317818976,0.413,0.206,6.08E-26,3,Appl1
12466,4.38E-30,-0.325818716,0.025,0.271,6.13E-26,3,Nfam1
12467,5.02E-30,-0.972449252,0.339,0.533,7.01E-26,3,Lst1
12468,5.14E-30,-0.31156231,0.841,0.897,7.20E-26,3,Atp5a1
12469,5.50E-30,-0.390816445,0.125,0.395,7.69E-26,3,11-Sep
12470,5.56E-30,-0.362915232,0.3,0.563,7.77E-26,3,Emc7
12471,5.62E-30,0.324395501,0.538,0.313,7.86E-26,3,Nenf
12472,5.67E-30,-0.424220742,0.801,0.863,7.93E-26,3,Fam49b
12473,6.04E-30,-0.809462193,1,0.998,8.45E-26,3,Fth1
12474,6.53E-30,-0.615375121,0.095,0.358,9.14E-26,3,Fam26f
12475,6.61E-30,0.330664607,0.751,0.543,9.24E-26,3,Krcc1
12476,6.61E-30,-0.43078283,0.356,0.591,9.24E-26,3,Tmem261
12477,6.83E-30,-0.54726016,0.046,0.297,9.56E-26,3,Lair1
12478,1.23E-29,-0.582424006,0.242,0.501,1.72E-25,3,Igtp
12479,1.35E-29,-0.330389755,0.804,0.866,1.89E-25,3,D8Ertd738e
12480,1.50E-29,-0.395154836,0.111,0.37,2.10E-25,3,Sla
12481,1.79E-29,0.269671107,0.799,0.568,2.50E-25,3,Itgb1
12482,1.92E-29,-0.478120589,0.975,0.992,2.69E-25,3,Rpl12
12483,2.29E-29,-1.037425146,0.427,0.603,3.21E-25,3,Wfdc17
12484,2.33E-29,0.308276926,0.921,0.738,3.26E-25,3,Bri3
12485,2.37E-29,-0.363208139,0.164,0.428,3.32E-25,3,Kdelr2
12486,2.50E-29,-0.366040532,0.762,0.853,3.49E-25,3,Tomm20
12487,2.72E-29,0.260844983,0.979,0.907,3.81E-25,3,Cd47
12488,2.75E-29,-0.3565768,0.6,0.737,3.84E-25,3,Rer1
12489,3.15E-29,-0.403784595,0.409,0.622,4.41E-25,3,Atg3
12490,3.17E-29,0.397108713,0.679,0.459,4.43E-25,3,Smchd1
12491,4.33E-29,-0.357966162,0.127,0.389,6.05E-25,3,Batf
12492,4.67E-29,0.284031539,0.506,0.278,6.53E-25,3,Synj1
12493,4.76E-29,-0.323716877,0.866,0.925,6.66E-25,3,Sepw1
12494,4.91E-29,0.455933804,0.457,0.252,6.86E-25,3,Bmyc
12495,5.11E-29,-0.383064441,0.273,0.519,7.15E-25,3,Eif4e
12496,5.22E-29,-0.369298918,0.145,0.405,7.30E-25,3,Nucb1
12497,5.47E-29,-0.708899534,0.051,0.295,7.65E-25,3,Bcl2
12498,6.13E-29,0.35769364,0.91,0.731,8.57E-25,3,Atpif1
12499,6.13E-29,-0.362617914,0.527,0.709,8.58E-25,3,Ndufa8
12500,6.20E-29,-0.370174988,0.252,0.517,8.66E-25,3,Rpp21
12501,6.31E-29,0.347851323,0.947,0.867,8.82E-25,3,Gpx4
12502,6.50E-29,-0.328880781,0.088,0.339,9.09E-25,3,Idh3a
12503,6.54E-29,-0.377956401,0.487,0.672,9.15E-25,3,Rwdd1
12504,7.15E-29,-1.00744958,0.099,0.35,1.00E-24,3,Hmox1
12505,7.86E-29,-0.379895133,0.806,0.844,1.10E-24,3,Smdt1
12506,8.25E-29,0.367328,0.732,0.5,1.15E-24,3,H2-Q4
12507,8.57E-29,-0.403305338,0.531,0.71,1.20E-24,3,H13
12508,8.64E-29,-0.339331814,0.12,0.381,1.21E-24,3,Vav1
12509,8.69E-29,-0.377654739,0.573,0.723,1.22E-24,3,Nhp2l1
12510,8.99E-29,-0.290526438,0.905,0.916,1.26E-24,3,Ppib
12511,9.10E-29,0.316437111,0.667,0.435,1.27E-24,3,Snap23
12512,9.12E-29,-0.420117954,0.76,0.851,1.28E-24,3,Hmgb1
12513,1.10E-28,-0.460007435,0.487,0.708,1.54E-24,3,Ptpn1
12514,1.11E-28,0.354590285,0.873,0.724,1.56E-24,3,Mcl1
12515,1.21E-28,-0.36701785,0.4,0.633,1.69E-24,3,Mpc2
12516,1.24E-28,0.760987789,0.314,0.137,1.74E-24,3,Cd81
12517,1.26E-28,0.323143841,0.841,0.656,1.77E-24,3,Coro1b
12518,1.48E-28,-0.367734616,0.39,0.616,2.07E-24,3,Emc6
12519,1.52E-28,-0.481575282,0.032,0.27,2.13E-24,3,Qpct
12520,1.62E-28,-0.338162522,0.074,0.319,2.26E-24,3,Dhrs7
12521,1.62E-28,-0.551759454,0.104,0.347,2.27E-24,3,Gpr171
12522,1.79E-28,-0.37689715,0.314,0.567,2.50E-24,3,Trappc2l
12523,2.36E-28,-0.320584251,0.095,0.348,3.30E-24,3,Acaa2
12524,2.57E-28,-0.38994229,0.448,0.649,3.59E-24,3,Bcap31
12525,3.07E-28,-0.363695541,0.182,0.443,4.30E-24,3,Ccdc115
12526,3.14E-28,0.285427244,0.988,0.928,4.39E-24,3,Arpc5
12527,3.21E-28,-0.808305183,0.083,0.327,4.50E-24,3,Ctsl
12528,3.22E-28,-0.394793666,0.319,0.565,4.50E-24,3,Sptssa
12529,3.31E-28,-0.359917854,0.231,0.493,4.62E-24,3,Znrd1
12530,4.55E-28,-0.435754041,0.042,0.279,6.36E-24,3,Adgre1
12531,4.57E-28,-0.440239198,0.182,0.438,6.39E-24,3,Sap30
12532,5.00E-28,-0.373521698,0.386,0.617,7.00E-24,3,Ewsr1
12533,5.25E-28,-0.313725929,0.829,0.884,7.34E-24,3,2010107E04Rik
12534,5.48E-28,-0.358290812,0.637,0.769,7.67E-24,3,Lsm4
12535,6.55E-28,0.303366353,0.434,0.229,9.16E-24,3,Rnaseh2b
12536,6.64E-28,-0.336122263,0.053,0.292,9.28E-24,3,Fli1
12537,7.84E-28,-0.370457599,0.254,0.513,1.10E-23,3,Denr
12538,7.90E-28,-0.379242417,0.478,0.654,1.11E-23,3,Ndufa12
12539,8.35E-28,-0.366092823,0.356,0.595,1.17E-23,3,Eif1b
12540,8.38E-28,0.2860547,0.441,0.234,1.17E-23,3,Ppp4r2
12541,9.40E-28,-1.887846373,0.242,0.458,1.31E-23,3,Apoe
12542,9.94E-28,-0.396037884,0.413,0.635,1.39E-23,3,Mtdh
12543,1.06E-27,0.302785018,0.4,0.202,1.48E-23,3,Cat
12544,1.22E-27,-0.667681894,0.051,0.29,1.71E-23,3,F13a1
12545,1.36E-27,0.336887067,0.751,0.543,1.90E-23,3,Snx20
12546,1.46E-27,-0.361237769,0.316,0.562,2.04E-23,3,Ube2e1
12547,1.46E-27,0.324414487,0.478,0.265,2.04E-23,3,Ahcyl2
12548,1.53E-27,-0.27062148,1,1,2.14E-23,3,Rps4x
12549,2.34E-27,-0.626187636,0.032,0.263,3.27E-23,3,Gm9733
12550,2.59E-27,-0.67090279,0.083,0.316,3.62E-23,3,Skap1
12551,2.94E-27,-0.743706417,0.097,0.334,4.11E-23,3,Gimap3
12552,4.39E-27,-0.370977786,0.118,0.365,6.13E-23,3,Sash3
12553,4.59E-27,-0.518554133,0.388,0.605,6.42E-23,3,Serinc3
12554,5.33E-27,-1.103364079,0.152,0.389,7.45E-23,3,Ltb
12555,5.34E-27,0.286610338,0.982,0.898,7.47E-23,3,Rac1
12556,5.69E-27,0.330554419,0.665,0.453,7.96E-23,3,Prcp
12557,6.28E-27,-0.362573151,0.42,0.62,8.78E-23,3,Polr2f
12558,6.89E-27,-0.377172073,0.94,0.926,9.64E-23,3,Eif4a1
12559,7.35E-27,-0.333816703,0.122,0.377,1.03E-22,3,Pik3cd
12560,9.02E-27,0.302040715,0.672,0.446,1.26E-22,3,Krit1
12561,1.09E-26,-0.415578115,0.231,0.468,1.52E-22,3,Myd88
12562,1.29E-26,0.303538817,0.607,0.383,1.80E-22,3,Lrrc58
12563,2.35E-26,-0.428668923,0.092,0.33,3.28E-22,3,Gm4955
12564,2.47E-26,-0.325039909,0.072,0.307,3.46E-22,3,Slc31a1
12565,2.67E-26,-0.386751169,0.189,0.439,3.74E-22,3,Nadk
12566,2.71E-26,-0.274020488,0.924,0.93,3.78E-22,3,Atp5j
12567,2.79E-26,-0.672166812,0.037,0.259,3.90E-22,3,C5ar1
12568,2.80E-26,-0.64947171,0.083,0.312,3.91E-22,3,Gimap5
12569,2.88E-26,-0.370757186,0.127,0.369,4.02E-22,3,Lmo2
12570,2.92E-26,-0.326973722,0.693,0.808,4.08E-22,3,Uqcr10
12571,2.93E-26,-0.364105496,0.111,0.349,4.10E-22,3,Tep1
